date_time,turnoverRatio,transactionAmount,pe_ttm,pe,pb,ps,pcf
s41d347,2.1469,14599.0,28.8907,27.3315,3.462,2.2084,70.2925
s42d347,0.8011,4236.0,29.8676,52.1032,1.6173,0.4807,7.3085
s43d347,0.9185,9727.0,39.1963,201.5899,6.266,1.9743,752.5929
s44d347,1.4078,8521.0,314.0077,-151.3233,3.1364,7.142,9.7393
s45d347,1.0754,3717.0,42.2522,37.9504,2.0999,1.3327,32.1486
s46d347,0.3062,7226.0,22.343,12.7227,4.9221,4.5663,-77.9328
s47d347,0.5154,5475.0,22.2071,21.7294,3.4437,3.1837,-68.0155
s48d347,0.8255,3336.0,-40.11,110.6985,2.8633,4.0919,-245.3629
s49d347,2.8161,16981.0,-52.779,425.4352,5.2869,5.9339,79.7127
s50d347,6.194,8785.0,36.6122,62.8265,4.4923,1.9441,83.9952
s51d347,2.2749,11020.0,74.256,47.0837,2.2754,1.0599,-49.2449
s52d347,2.2659,12156.0,44.2473,33.7705,4.8992,3.3751,121.1572
s53d347,1.8325,7812.0,26.7777,22.97,3.2087,0.5831,46.016
s0d348,1.7628,10224.0,23.8729,124.1204,2.815,4.7085,277.5553
s1d348,1.2049,4732.0,38.7044,35.4886,6.2488,4.1831,-103.8394
s2d348,2.5031,17584.0,46.2029,45.3416,8.4129,5.1376,83.253
s3d348,1.5696,3171.0,16.6373,23.3844,1.7172,0.6454,17.4008
s4d348,3.8846,29177.0,220.7816,178.0379,3.7943,3.3934,173.7526
s5d348,1.1863,8686.0,65.4042,62.0104,10.1668,16.5215,131.0922
s6d348,0.3709,5295.0,-5.0458,-16.5108,1.2674,0.6231,24.005
s7d348,0.6888,4547.0,25.438,23.2848,6.7376,9.1046,49.5493
s8d348,1.6164,8573.0,25.0859,12.2953,6.231,2.3841,31.27
s9d348,0.691,4793.0,78.0572,32.0241,3.8111,1.1668,22.1589
s10d348,1.7238,5856.0,25.1559,48.6234,2.3901,3.3997,-246.1693
s11d348,0.583,3969.0,30.8253,35.2088,6.4383,9.2055,1086.4679
s12d348,1.4912,4708.0,23.3917,218.637,1.7362,1.1025,42.1564
s13d348,1.0407,4456.0,38.3388,30.6066,12.468,7.2365,-1398.629
s14d348,3.084,8924.0,67.472,106.6946,5.1946,8.8902,-452.9212
s15d348,2.2441,3628.0,45.5942,38.268,6.2096,5.3828,50.0504
s16d348,0.9326,15834.0,47.6298,146.8555,2.1779,2.2293,-140.3193
s17d348,1.6861,7529.0,471.4225,330.9582,1.4486,2.0129,1254.2766
s18d348,0.8914,5724.0,34.1346,18.773,5.0109,3.5032,60.0033
s19d348,8.8111,34342.0,73.9223,105.9257,3.9664,8.2579,407.4883
s20d348,1.8608,9969.0,21.4859,71.2066,4.0021,3.8799,-144.75
s21d348,0.6494,9325.0,50.5686,43.1958,6.1574,3.4875,475.9414
s22d348,4.7391,15304.0,44.38,31.7502,5.4675,5.3553,-79.8692
s23d348,13.6401,70156.0,136.1369,131.7953,7.6836,16.7131,93.9108
s24d348,2.6469,11049.0,50.9007,18.9327,4.4099,5.3548,108.8205
s25d348,1.8519,5328.0,24.1171,20.4301,3.7561,4.0901,36.3568
s26d348,6.4723,138353.0,256.4154,2471.2578,7.9053,20.7148,-475.8834
s27d348,1.7813,9047.0,-154.2781,95.7104,8.2736,3.2873,66.9601
s28d348,0.1742,7878.0,25.0957,20.5665,5.8446,9.8094,26.667
s29d348,0.8138,7065.0,22.2604,16.7991,4.8397,6.1664,62.9348
s30d348,0.4438,4581.0,12.1621,15.1567,2.0229,1.1735,-729.2448
s31d348,1.2771,4900.0,83.7639,31.0423,2.4132,0.9336,25.2469
s32d348,10.2397,36284.0,189.9053,110.6404,10.9193,25.434,186.7516
s33d348,0.5321,6509.0,17.1558,19.1919,2.6319,3.1371,-254.6447
s34d348,1.8884,16438.0,18.7923,17.7994,3.8794,1.2306,51.5491
s35d348,0.8949,5824.0,28.0078,22.638,2.8448,1.7613,35.3672
s36d348,4.1603,10684.0,35.6418,36.3691,6.1186,8.702,304.4027
s37d348,0.4344,3123.0,30.1882,14.4965,3.8774,4.1806,75.2292
s38d348,0.7794,3996.0,25.8681,45.456,5.2168,7.184,54.5372
s39d348,0.5486,2749.0,31.0263,79.0541,3.4501,3.0414,261.5757
s40d348,1.2515,3871.0,52.4058,50.0766,7.4671,4.6364,39.6116
s41d348,2.0009,14105.0,29.1318,27.5595,3.4908,2.2268,70.8789
s42d348,0.7007,4703.0,29.7366,51.8746,1.6102,0.4786,7.2764
s43d348,0.8889,9391.0,38.7107,199.0923,6.1883,1.9498,743.2688
s44d348,1.4127,8545.0,317.5818,-153.0457,3.1721,7.2233,9.8501
s45d348,1.1081,4089.0,42.1235,37.8347,2.0935,1.3286,32.0507
s46d348,0.517,10461.0,22.8989,13.0392,5.0446,4.6799,-79.8717
s47d348,0.3219,2999.0,22.0807,21.6058,3.4241,3.1656,-67.6285
s48d348,0.7399,2952.0,-39.7409,109.6798,2.837,4.0543,-243.105
s49d348,7.9278,36583.0,-57.6022,464.3131,5.77,6.4761,86.9971
s50d348,5.1955,6519.0,36.1146,61.9726,4.4313,1.9177,82.8535
s51d348,2.3815,10627.0,74.6971,47.3634,2.2889,1.0662,-49.5375
s52d348,2.2778,10805.0,44.3929,33.8817,4.9154,3.3862,121.556
s53d348,1.2175,6435.0,26.4483,22.6874,3.1693,0.5759,45.45
s0d349,1.4086,7821.0,23.9221,124.3763,2.8208,4.7182,278.1275
s1d349,1.2602,4371.0,38.6913,35.4765,6.2466,4.1817,-103.8042
s2d349,0.9852,8186.0,46.0118,45.1541,8.3781,5.1164,82.9087
s3d349,1.4118,2546.0,16.7728,23.5748,1.7312,0.6507,17.5425
s4d349,5.1257,33636.0,214.588,173.0435,3.6879,3.2982,168.8784
s5d349,0.8482,6011.0,65.8025,62.388,10.2287,16.6222,131.8906
s6d349,0.3336,4643.0,-5.0663,-16.578,1.2725,0.6256,24.1026
s7d349,0.6285,3735.0,25.3799,23.2315,6.7222,9.0838,49.4361
s8d349,1.4596,7396.0,25.3101,12.4052,6.2867,2.4054,31.5495
s9d349,0.837,5161.0,80.2783,32.9354,3.9195,1.2,22.7894
s10d349,1.5395,5221.0,25.3734,49.0438,2.4108,3.4291,-248.2975
s11d349,0.5506,2918.0,30.6629,35.0233,6.4044,9.157,1080.7442
s12d349,1.2537,3502.0,23.6195,220.7666,1.7531,1.1133,42.567
s13d349,0.6835,2926.0,38.1737,30.4748,12.4143,7.2053,-1392.6044
s14d349,3.9404,10589.0,69.4492,109.8212,5.3468,9.1507,-466.1936
s15d349,2.0436,3091.0,45.4263,38.1271,6.1868,5.363,49.8661
s16d349,0.631,10960.0,47.7474,147.2181,2.1832,2.2348,-140.6658
s17d349,1.4041,6273.0,480.1634,337.0946,1.4754,2.0502,1277.5327
s18d349,0.96,5518.0,35.0554,19.2794,5.146,3.5977,61.6219
s19d349,7.0951,26773.0,74.895,107.3194,4.0186,8.3666,412.85
s20d349,1.543,7371.0,21.418,70.9812,3.9894,3.8676,-144.292
s21d349,0.3666,6155.0,50.6613,43.275,6.1687,3.4939,476.8134
s22d349,3.3484,11288.0,43.9927,31.4731,5.4198,5.3085,-79.1722
s23d349,11.9268,70518.0,139.9113,135.4493,7.8966,17.1764,96.5145
s24d349,2.457,10549.0,51.6604,19.2153,4.4757,5.4348,110.4447
s25d349,1.9806,4961.0,24.1711,20.4758,3.7645,4.0992,36.4382
s26d349,3.3722,71018.0,258.9933,2496.1029,7.9848,20.9231,-480.6678
s27d349,1.2898,6249.0,-154.4659,95.8269,8.2836,3.2913,67.0416
s28d349,0.1971,9316.0,25.4715,20.8744,5.9321,9.9563,27.0663
s29d349,0.6037,4738.0,22.299,16.8283,4.8481,6.1771,63.044
s30d349,0.3782,2866.0,12.1113,15.0934,2.0144,1.1686,-726.1974
s31d349,1.0802,4067.0,84.4693,31.3037,2.4335,0.9415,25.4595
s32d349,9.5321,33966.0,195.862,114.1109,11.2618,26.2318,192.6093
s33d349,0.5342,7239.0,17.3192,19.3746,2.657,3.167,-257.0699
s34d349,1.3207,11522.0,18.8225,17.828,3.8857,1.2326,51.632
s35d349,0.4905,4609.0,27.9793,22.6149,2.8419,1.7595,35.3312
s36d349,3.9135,9093.0,35.492,36.2163,6.0929,8.6654,303.1237
s37d349,0.3171,2947.0,30.4755,14.6344,3.9143,4.2204,75.9451
s38d349,0.6582,3246.0,25.6278,45.0337,5.1683,7.1173,54.0305
s39d349,0.8326,3821.0,31.8532,81.1609,3.542,3.1224,268.5466
s40d349,1.2426,3520.0,52.0111,49.6995,7.4108,4.6015,39.3133
s41d349,1.549,11416.0,28.1677,26.6475,3.3753,2.1531,68.5334
s42d349,0.5132,2943.0,29.7694,51.9318,1.612,0.4791,7.2845
s43d349,0.7827,9906.0,38.04,195.6433,6.0811,1.9161,730.3925
s44d349,0.9053,5433.0,317.4116,-152.9637,3.1704,7.2194,9.8448
s45d349,0.993,3203.0,42.6384,38.2972,2.1191,1.3449,32.4424
s46d349,0.1573,4736.0,22.8564,13.015,5.0352,4.6712,-79.7234
s47d349,0.3724,3287.0,22.2168,21.7389,3.4452,3.1851,-68.0452
s48d349,0.695,2228.0,-40.3971,111.4908,2.8838,4.1212,-247.1191
s49d349,6.6685,31816.0,-57.3856,462.5676,5.7483,6.4518,86.6701
s50d349,4.168,4460.0,35.7828,61.4033,4.3906,1.9,82.0924
s51d349,1.9291,7982.0,75.2853,47.7364,2.307,1.0746,-49.9275
s52d349,1.3495,8984.0,44.1308,33.6816,4.8863,3.3662,120.8381
s53d349,0.7913,4671.0,26.1848,22.4614,3.1377,0.5702,44.9972
s0d350,3.6747,22266.0,25.0542,130.2624,2.9543,4.9415,291.29
s1d350,0.7477,4500.0,38.3238,35.1396,6.1873,4.1419,-102.8183
s2d350,1.6712,12618.0,46.9448,46.0697,8.548,5.2201,84.59
s3d350,1.9601,3900.0,17.056,23.9729,1.7604,0.6617,17.8387
s4d350,3.9629,28156.0,206.9372,166.8738,3.5564,3.1807,162.8573
s5d350,2.4572,17237.0,68.3518,64.805,10.6249,17.2661,137.0001
s6d350,0.3287,4200.0,-5.0458,-16.5108,1.2674,0.6231,24.005
s7d350,1.2677,6456.0,25.9129,23.7194,6.8634,9.2745,50.4742
s8d350,3.5865,27669.0,26.2567,12.8692,6.5219,2.4954,32.7295
s9d350,0.5206,4100.0,79.6437,32.675,3.8886,1.1905,22.6093
s10d350,1.9502,7160.0,25.615,49.5109,2.4338,3.4617,-250.6623
s11d350,0.3418,2354.0,30.8105,35.1919,6.4352,9.2011,1085.9475
s12d350,1.1613,3455.0,23.7335,221.8314,1.7616,1.1186,42.7723
s13d350,1.2609,5500.0,38.4531,30.6979,12.5052,7.2581,-1402.7998
s14d350,1.8119,6858.0,68.7572,108.7269,5.2935,9.0595,-461.5483
s15d350,1.8669,3172.0,45.1746,37.9158,6.1525,5.3333,49.5898
s16d350,1.1906,17413.0,47.7474,147.2181,2.1832,2.2348,-140.6658
s17d350,1.0548,4665.0,477.8325,335.4582,1.4683,2.0402,1271.331
s18d350,1.9498,8484.0,37.5594,20.6565,5.5136,3.8547,66.0235
s19d350,7.7337,30323.0,74.895,107.3194,4.0186,8.3666,412.85
s20d350,1.7159,7681.0,21.3364,70.7108,3.9742,3.8529,-143.7423
s21d350,1.0449,16200.0,51.9213,44.3513,6.3221,3.5808,488.6727
s22d350,5.787,19500.0,45.2685,32.3858,5.577,5.4625,-81.4682
s23d350,7.7481,50161.0,135.9818,131.6451,7.6749,16.694,93.8038
s24d350,3.7813,16447.0,52.3188,19.4602,4.5327,5.504,111.8523
s25d350,5.7122,13800.0,24.693,20.918,3.8458,4.1877,37.2251
s26d350,2.9961,60100.0,256.4154,2471.2578,7.9053,20.7148,-475.8834
s27d350,2.6528,12500.0,-153.433,95.1861,8.2282,3.2692,66.5933
s28d350,0.5158,18500.0,27.0079,22.1336,6.29,10.5569,28.6989
s29d350,1.7552,14806.0,22.7531,17.1709,4.9468,6.3029,64.3278
s30d350,0.5338,2895.0,12.1723,15.1694,2.0246,1.1745,-729.8543
s31d350,1.2818,4200.0,84.1166,31.173,2.4234,0.9375,25.3532
s32d350,6.9757,26181.0,193.4509,112.7062,11.1232,25.9088,190.2383
s33d350,0.709,8600.0,17.2142,19.2571,2.6409,3.1478,-255.5109
s34d350,1.082,9900.0,18.7923,17.7994,3.8794,1.2306,51.5491
s35d350,1.3861,10700.0,28.3973,22.9528,2.8844,1.7858,35.8591
s36d350,2.9246,7700.0,35.0664,35.782,6.0198,8.5615,299.4886
s37d350,0.8619,5880.0,31.2894,15.0253,4.0188,4.3331,77.9735
s38d350,0.3511,2089.0,25.642,45.0585,5.1712,7.1212,54.0603
s39d350,0.4736,2264.0,31.7351,80.8599,3.5289,3.1108,267.5507
s40d350,3.9533,12000.0,57.2078,54.6652,8.1513,5.0612,43.2413
s41d350,1.7381,11600.0,28.0773,26.562,3.3645,2.1462,68.3135
s42d350,0.54,2915.0,29.9659,52.2745,1.6226,0.4822,7.3325
s43d350,1.1708,12084.0,38.7338,199.2112,6.192,1.951,743.7128
s44d350,1.0414,6000.0,316.3904,-152.4716,3.1602,7.1962,9.8132
s45d350,0.7573,2200.0,41.9626,37.6902,2.0855,1.3236,31.9282
s46d350,0.5259,12326.0,23.87,13.5922,5.2585,4.8783,-83.2591
s47d350,0.6402,6352.0,22.625,22.1383,3.5085,3.2436,-69.2954
s48d350,0.7301,2531.0,-40.6842,112.2831,2.9043,4.1505,-248.8753
s49d350,8.2969,39100.0,-58.6259,472.5647,5.8725,6.5912,88.5432
s50d350,4.3065,5730.0,36.4227,62.5012,4.4691,1.934,83.5602
s51d350,1.9991,8600.0,75.1383,47.6431,2.3025,1.0725,-49.83
s52d350,2.3069,14700.0,45.4125,34.6598,5.0283,3.464,124.3476
s53d350,1.0466,4694.0,26.4154,22.6592,3.1653,0.5752,45.3934
s0d351,1.8729,12565.0,24.7917,128.8975,2.9233,4.8897,288.2378
s1d351,1.2966,4336.0,39.7281,36.4272,6.414,4.2937,-106.5859
s2d351,1.7348,11331.0,47.9453,47.0516,8.7302,5.3314,86.3928
s3d351,2.2981,4488.0,16.7297,23.5142,1.7268,0.649,17.4974
s4d351,2.7515,18899.0,203.6582,164.2297,3.5001,3.1303,160.2768
s5d351,1.4468,10179.0,67.5153,64.0119,10.4949,17.0548,135.3236
s6d351,0.3528,4847.0,-5.0663,-16.578,1.2725,0.6256,24.1026
s7d351,0.5716,4146.0,25.8644,23.6751,6.8505,9.2572,50.3799
s8d351,2.918,19630.0,26.0824,12.7837,6.4785,2.4788,32.5122
s9d351,0.4547,2725.0,79.0091,32.4146,3.8576,1.181,22.4291
s10d351,1.3263,4630.0,25.47,49.2306,2.42,3.4421,-249.2434
s11d351,0.3806,2567.0,30.9434,35.3437,6.463,9.2408,1090.6306
s12d351,0.9094,2552.0,23.8094,222.5412,1.7672,1.1222,42.9092
s13d351,1.3141,5501.0,38.2245,30.5154,12.4308,7.2149,-1394.4581
s14d351,1.3729,4931.0,69.1032,109.274,5.3202,9.1051,-463.8709
s15d351,1.9445,3782.0,45.2445,37.9745,6.162,5.3416,49.6666
s16d351,0.6453,9864.0,47.3358,145.949,2.1644,2.2155,-139.4531
s17d351,0.9177,4731.0,471.4225,330.9582,1.4486,2.0129,1254.2766
s18d351,0.8318,6585.0,37.1474,20.43,5.4531,3.8124,65.2994
s19d351,7.5459,29249.0,77.1321,110.5251,4.1386,8.6165,425.1819
s20d351,1.4985,6292.0,21.4452,71.0714,3.9945,3.8725,-144.4752
s21d351,0.5317,8883.0,51.4025,43.9081,6.2589,3.545,483.7895
s22d351,3.4335,11514.0,44.9039,32.1251,5.5321,5.4185,-80.8122
s23d351,6.7802,43119.0,137.1709,132.7964,7.742,16.84,94.6242
s24d351,1.8912,8317.0,51.8124,19.2718,4.4888,5.4507,110.7696
s25d351,2.4543,7260.0,24.693,20.918,3.8458,4.1877,37.2251
s26d351,2.0447,45566.0,254.3531,2451.3817,7.8417,20.5482,-472.0559
s27d351,1.4277,7412.0,-151.3672,93.9046,8.1175,3.2252,65.6967
s28d351,0.2966,14531.0,26.262,21.5223,6.1163,10.2653,27.9063
s29d351,1.1391,7879.0,22.8497,17.2439,4.9678,6.3296,64.601
s30d351,0.3943,3414.0,12.1215,15.1061,2.0161,1.1696,-726.8069
s31d351,1.0559,3434.0,84.1166,31.173,2.4234,0.9375,25.3532
s32d351,6.2584,23928.0,196.9966,114.7719,11.327,26.3837,193.7251
s33d351,0.647,9133.0,17.2958,19.3485,2.6534,3.1627,-256.7235
s34d351,0.9337,7830.0,18.7017,17.7136,3.8607,1.2247,51.3005
s35d351,0.8378,5759.0,28.3118,22.8837,2.8757,1.7804,35.7511
s36d351,4.2437,10688.0,36.2408,36.9803,6.2214,8.8482,309.5187
s37d351,0.5651,4232.0,31.473,15.1134,4.0424,4.3585,78.4309
s38d351,0.3774,2391.0,25.4582,44.7356,5.1341,7.0702,53.6729
s39d351,0.335,1687.0,31.7744,80.9602,3.5333,3.1147,267.8827
s40d351,2.1966,8494.0,56.2211,53.7224,8.0107,4.9739,42.4955
s41d351,1.0998,8644.0,27.8062,26.3055,3.332,2.1255,67.6538
s42d351,0.6477,3682.0,29.6384,51.7032,1.6049,0.477,7.2524
s43d351,1.1372,13880.0,39.9594,205.5146,6.3879,2.0127,767.2452
s44d351,1.159,6187.0,313.6673,-151.1593,3.133,7.1342,9.7287
s45d351,0.6361,1978.0,41.2224,37.0254,2.0488,1.3002,31.3651
s46d351,0.2689,8178.0,24.027,13.6816,5.2931,4.9104,-83.8065
s47d351,0.726,6281.0,23.4511,22.9466,3.6366,3.3621,-71.8255
s48d351,0.8725,2932.0,-41.9966,115.9051,2.998,4.2844,-256.9035
s49d351,5.8402,41047.0,-60.4764,487.4812,6.0579,6.7993,91.3381
s50d351,5.563,6882.0,37.1336,63.7211,4.5563,1.9718,85.1912
s51d351,1.588,5972.0,74.9912,47.5499,2.298,1.0704,-49.7325
s52d351,2.2235,12338.0,45.6746,34.8599,5.0573,3.484,125.0655
s53d351,0.7502,3599.0,25.9213,22.2354,3.1061,0.5645,44.5444
s0d352,2.3604,14352.0,25.2675,131.3714,2.9794,4.9836,293.7698
s1d352,0.7332,3398.0,40.4106,37.053,6.5242,4.3675,-108.4169
s2d352,1.0503,9402.0,47.9566,47.0626,8.7322,5.3326,86.413
s3d352,1.5768,2737.0,16.8713,23.7132,1.7414,0.6545,17.6455
s4d352,3.6116,25598.0,210.2161,169.518,3.6128,3.231,165.4378
s5d352,0.9392,7210.0,67.834,64.3141,10.5444,17.1353,135.9623
s6d352,0.2846,3664.0,-5.0253,-16.4437,1.2622,0.6206,23.9074
s7d352,0.4775,3711.0,25.8741,23.6839,6.8531,9.2607,50.3987
s8d352,3.0645,18971.0,27.1535,13.3087,6.7446,2.5806,33.8474
s9d352,0.4791,3017.0,78.5331,32.2194,3.8343,1.1739,22.294
s10d352,1.5036,4735.0,25.5909,49.4642,2.4315,3.4584,-250.4258
s11d352,0.4373,5826.0,31.0025,35.4111,6.4753,9.2584,1092.712
s12d352,0.6039,2447.0,23.6195,220.7666,1.7531,1.1133,42.567
s13d352,0.7107,3554.0,38.288,30.5661,12.4515,7.2269,-1396.7752
s14d352,1.535,5815.0,69.6469,110.1338,5.362,9.1768,-467.5209
s15d352,2.641,4345.0,45.79,38.4323,6.2363,5.406,50.2653
s16d352,0.4417,8843.0,46.8654,144.4985,2.1429,2.1935,-138.0673
s17d352,2.1024,8815.0,487.156,342.0037,1.4969,2.08,1296.1375
s18d352,0.9758,6110.0,37.1313,20.4211,5.4508,3.8107,65.271
s19d352,5.3374,21465.0,76.354,109.4101,4.0969,8.5296,420.8925
s20d352,3.1042,14344.0,22.0571,73.0994,4.1084,3.983,-148.5978
s21d352,0.4412,7083.0,51.421,43.9239,6.2612,3.5462,483.9639
s22d352,2.4054,8547.0,44.38,31.7502,5.4675,5.3553,-79.8692
s23d352,5.6291,34845.0,136.2403,131.8954,7.6895,16.7258,93.9822
s24d352,1.8078,7373.0,52.0149,19.3471,4.5064,5.4721,111.2027
s25d352,2.4779,8542.0,25.161,21.3144,3.9187,4.2671,37.9305
s26d352,2.483,52681.0,252.6345,2434.8184,7.7887,20.4094,-468.8664
s27d352,1.5372,12897.0,-152.7757,94.7784,8.193,3.2552,66.308
s28d352,0.1493,9723.0,26.4333,21.6626,6.1561,10.3323,28.0883
s29d352,4.7647,32091.0,24.1106,18.1954,5.242,6.6789,68.1657
s30d352,0.3658,3254.0,12.1875,15.1884,2.0271,1.176,-730.7686
s31d352,0.7905,3173.0,84.2047,31.2056,2.4259,0.9385,25.3798
s32d352,5.2496,18722.0,195.7201,114.0282,11.2536,26.2128,192.4699
s33d352,0.7527,8455.0,17.2492,19.2963,2.6462,3.1542,-256.0305
s34d352,0.9455,8541.0,18.6715,17.685,3.8545,1.2227,51.2176
s35d352,0.9131,6856.0,28.4733,23.0142,2.8921,1.7906,35.9551
s36d352,3.0926,7376.0,35.5157,36.2404,6.0969,8.6712,303.3256
s37d352,0.469,2943.0,31.3852,15.0713,4.0311,4.3463,78.2122
s38d352,0.3744,2277.0,25.5289,44.8598,5.1484,7.0898,53.8219
s39d352,0.2822,1525.0,31.7351,80.8599,3.5289,3.1108,267.5507
s40d352,0.9318,4330.0,55.8264,53.3452,7.9544,4.939,42.1972
s41d352,0.7609,6258.0,27.8062,26.3055,3.332,2.1255,67.6538
s42d352,0.3888,2609.0,29.6384,51.7032,1.6049,0.477,7.2524
s43d352,0.7438,8571.0,39.705,204.2064,6.3473,1.9999,762.3611
s44d352,0.854,4456.0,314.5183,-151.5694,3.1415,7.1536,9.7551
s45d352,0.4038,1239.0,41.5121,37.2856,2.0632,1.3093,31.5855
s46d352,0.1984,5769.0,24.3245,13.8511,5.3587,4.9712,-84.8444
s47d352,0.9473,9394.0,23.2372,22.7374,3.6034,3.3314,-71.1707
s48d352,0.8072,3336.0,-42.6118,117.603,3.0419,4.3472,-260.6668
s49d352,4.6995,35180.0,-58.6259,472.5647,5.8725,6.5912,88.5432
s50d352,2.7823,3827.0,36.6596,62.9078,4.4981,1.9466,84.1039
s51d352,3.8615,17003.0,76.4616,48.4822,2.343,1.0914,-50.7077
s52d352,2.7602,16480.0,46.6359,35.5935,5.1637,3.5573,127.6976
s53d352,0.6622,3244.0,25.7566,22.0941,3.0864,0.5609,44.2614
s0d353,2.0617,13357.0,24.7917,128.8975,2.9233,4.8897,288.2378
s1d353,0.9257,3563.0,40.8175,37.4261,6.5899,4.4115,-109.5085
s2d353,1.26,11708.0,47.2146,46.3345,8.5971,5.2501,85.0761
s3d353,1.3831,2551.0,16.8282,23.6526,1.7369,0.6528,17.6004
s4d353,2.6594,19777.0,204.3869,164.8173,3.5126,3.1415,160.8502
s5d353,1.1656,8494.0,67.7145,64.2008,10.5259,17.1051,135.7228
s6d353,0.3266,4212.0,-4.9842,-16.3095,1.2519,0.6155,23.7123
s7d353,0.5042,3525.0,25.564,23.4001,6.771,9.1497,49.7947
s8d353,2.2163,14506.0,26.7799,13.1256,6.6518,2.5451,33.3816
s9d353,0.7681,3802.0,77.2639,31.6987,3.7724,1.1549,21.9337
s10d353,1.368,4372.0,25.18,48.6701,2.3924,3.4029,-246.4057
s11d353,0.3274,2716.0,30.5891,34.939,6.389,9.135,1078.1425
s12d353,0.5427,1984.0,23.5816,220.4116,1.7503,1.1115,42.4985
s13d353,1.2273,5628.0,37.8942,30.2517,12.3234,7.1526,-1382.4089
s14d353,1.7112,5515.0,67.7686,107.1636,5.2174,8.9293,-454.9121
s15d353,1.7438,4222.0,44.9228,37.7045,6.1182,5.3036,49.3134
s16d353,0.7563,11196.0,45.9245,141.5977,2.0999,2.1495,-135.2955
s17d353,1.9314,8364.0,498.2278,349.7765,1.5309,2.1273,1325.5952
s18d353,0.7512,5327.0,36.2266,19.9236,5.318,3.7179,63.6807
s19d353,7.2828,29381.0,77.3266,110.8038,4.1491,8.6382,426.2542
s20d353,1.1577,5746.0,21.9891,72.8741,4.0958,3.9708,-148.1398
s21d353,0.3766,6810.0,51.2357,43.7656,6.2386,3.5335,482.2199
s22d353,4.0666,12915.0,43.2636,30.9515,5.33,5.2206,-77.8601
s23d353,5.9263,35199.0,136.2403,131.8954,7.6895,16.7258,93.9822
s24d353,1.5755,6646.0,50.6728,18.8479,4.3901,5.3309,108.3333
s25d353,2.2285,7352.0,24.819,21.0247,3.8654,4.2091,37.415
s26d353,3.1378,75974.0,241.6354,2328.8127,7.4496,19.5208,-448.4531
s27d353,1.3952,9555.0,-150.3343,93.2638,8.0621,3.2032,65.2484
s28d353,0.1901,9420.0,26.0936,21.3843,6.077,10.1995,27.7274
s29d353,2.0437,20059.0,24.1927,18.2573,5.2598,6.7016,68.3978
s30d353,0.5152,4816.0,12.3248,15.3594,2.0499,1.1892,-738.9966
s31d353,0.761,2873.0,83.7639,31.0423,2.4132,0.9336,25.2469
s32d353,8.4593,28797.0,201.8187,117.5813,11.6043,27.0295,198.4671
s33d353,0.7846,12769.0,16.2805,18.2127,2.4976,2.9771,-241.6526
s34d353,1.0269,10921.0,18.7017,17.7136,3.8607,1.2247,51.3005
s35d353,0.585,6039.0,28.2263,22.8146,2.867,1.7751,35.6432
s36d353,4.4201,10655.0,34.0654,34.7605,5.848,8.3171,290.9395
s37d353,0.4497,3481.0,30.7627,14.7724,3.9512,4.2601,76.661
s38d353,0.4849,2590.0,26.4978,46.5625,5.3438,7.3589,55.8648
s39d353,0.5187,2497.0,31.3807,79.957,3.4895,3.0761,264.5632
s40d353,0.8882,4365.0,55.2432,52.7879,7.8713,4.8874,41.7563
s41d353,0.8263,6339.0,27.5652,26.0775,3.3031,2.107,67.0674
s42d353,0.6243,3237.0,29.8349,52.046,1.6155,0.4801,7.3005
s43d353,0.4804,6628.0,39.15,201.352,6.2586,1.972,751.7049
s44d353,1.1508,6607.0,316.05,-152.3076,3.1568,7.1884,9.8026
s45d353,0.4801,1452.0,41.1581,36.9676,2.0456,1.2982,31.3161
s46d353,0.1463,5060.0,23.8373,13.5736,5.2513,4.8717,-83.145
s47d353,0.3533,4137.0,22.8096,22.319,3.5371,3.2701,-69.861
s48d353,0.4865,1884.0,-41.8325,115.4524,2.9863,4.2677,-255.9
s49d353,4.6354,29758.0,-57.425,462.8849,5.7522,6.4562,86.7295
s50d353,4.7477,5457.0,37.4416,64.2498,4.5941,1.9881,85.898
s51d353,2.5343,12102.0,76.3146,48.389,2.3385,1.0893,-50.6101
s52d353,2.0701,11052.0,45.8494,34.9933,5.0766,3.4973,125.5441
s53d353,0.5546,2718.0,25.559,21.9246,3.0627,0.5566,43.9218
s0d354,1.7597,11771.0,23.233,120.7934,2.7395,4.5823,270.1156
s1d354,0.921,4074.0,39.9119,36.5957,6.4437,4.3136,-107.0789
s2d354,1.6596,13438.0,46.0343,45.1762,8.3822,5.1189,82.9492
s3d354,1.8132,3539.0,16.1447,22.692,1.6664,0.6263,16.8856
s4d354,1.9948,16804.0,191.9998,154.8284,3.2997,2.9511,151.1017
s5d354,1.1913,10096.0,63.8109,60.4998,9.9191,16.1191,127.8987
s6d354,0.407,6303.0,-4.8407,-15.8397,1.2159,0.5978,23.0292
s7d354,0.6102,3521.0,24.9051,22.7969,6.5964,8.9138,48.5111
s8d354,3.7174,19967.0,26.6802,13.0767,6.627,2.5356,33.2574
s9d354,0.778,4556.0,74.4082,30.527,3.6329,1.1122,21.123
s10d354,1.5752,5834.0,23.9476,46.288,2.2753,3.2364,-234.3456
s11d354,0.42,3784.0,29.8214,34.0621,6.2286,8.9057,1051.0848
s12d354,0.9544,3771.0,22.5183,210.4736,1.6714,1.0614,40.5823
